assign,old_url,action,category,confidence,"old_link (based on column B, old_url)","new_link (based on column P, cur_full_url)",valid_match,notes,fern_file,cur_product_slug,cur_version_slug,cur_tab_slug,cur_page_slug,cur_full_url,"prop_product_slug
red = mismatch with cur",prop_version_slug,prop_page_slug,prop_full_url (generated from prev 3 cols),approved OR updated,doc_id,notes,notes 2
Manny,/compatibility-api/client-sdks/methods/queue-members,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queue-members,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queue-members,y,,compatibility-api/pages/sdks/methods/queue-members/index.mdx,compatibility-api,,sdks,/sdks/methods/queue-members,/compatibility-api/sdks/methods/queue-members,compatibility-api,,/sdks/queue-members,/compatibility-api/sdks/queue-members,TRUE,73e696a9-dc01-4c92-9e70-28f71f74f98c,compat_sdk_index; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queue-members/list,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queue-members/list,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queue-members/list,y,,compatibility-api/pages/sdks/methods/queue-members/list.mdx,compatibility-api,,sdks,/sdks/methods/queue-members/list,/compatibility-api/sdks/methods/queue-members/list,compatibility-api,,/sdks/queue-members/list,/compatibility-api/sdks/queue-members/list,TRUE,e085830c-54c7-4b62-bf65-3192d87e6da5,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queue-members/retrieve,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queue-members/retrieve,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queue-members/retrieve,y,,compatibility-api/pages/sdks/methods/queue-members/retrieve.mdx,compatibility-api,,sdks,/sdks/methods/queue-members/retrieve,/compatibility-api/sdks/methods/queue-members/retrieve,compatibility-api,,/sdks/queue-members/retrieve,/compatibility-api/sdks/queue-members/retrieve,TRUE,505cf558-6111-484e-93f8-cc8f5d48822a,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queue-members/update,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queue-members/update,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queue-members/update,y,,compatibility-api/pages/sdks/methods/queue-members/update.mdx,compatibility-api,,sdks,/sdks/methods/queue-members/update,/compatibility-api/sdks/methods/queue-members/update,compatibility-api,,/sdks/queue-members/update,/compatibility-api/sdks/queue-members/update,TRUE,e1e3a0ca-ea0f-49a5-b43e-200a165b147b,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queues,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queues,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queues,y,,compatibility-api/pages/sdks/methods/queues/index.mdx,compatibility-api,,sdks,/sdks/methods/queues,/compatibility-api/sdks/methods/queues,compatibility-api,,/sdks/queues,/compatibility-api/sdks/queues,TRUE,16a6707b-3e75-4518-95ed-bd96e257089d,compat_sdk_index; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queues/create,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queues/create,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queues/create,y,,compatibility-api/pages/sdks/methods/queues/create.mdx,compatibility-api,,sdks,/sdks/methods/queues/create,/compatibility-api/sdks/methods/queues/create,compatibility-api,,/sdks/queues/create,/compatibility-api/sdks/queues/create,TRUE,fe2de1db-a1cf-4fd8-a453-2e2cd914e61d,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queues/delete,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queues/delete,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queues/delete,y,,compatibility-api/pages/sdks/methods/queues/delete.mdx,compatibility-api,,sdks,/sdks/methods/queues/delete,/compatibility-api/sdks/methods/queues/delete,compatibility-api,,/sdks/queues/delete,/compatibility-api/sdks/queues/delete,TRUE,f36644d7-47e3-4bf4-81d8-c10976acc1aa,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queues/list,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queues/list,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queues/list,y,,compatibility-api/pages/sdks/methods/queues/list.mdx,compatibility-api,,sdks,/sdks/methods/queues/list,/compatibility-api/sdks/methods/queues/list,compatibility-api,,/sdks/queues/list,/compatibility-api/sdks/queues/list,TRUE,f5e561dc-c1c4-45ea-a2fa-b35a36edd456,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queues/retrieve,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queues/retrieve,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queues/retrieve,y,,compatibility-api/pages/sdks/methods/queues/retrieve.mdx,compatibility-api,,sdks,/sdks/methods/queues/retrieve,/compatibility-api/sdks/methods/queues/retrieve,compatibility-api,,/sdks/queues/retrieve,/compatibility-api/sdks/queues/retrieve,TRUE,3fbc69c7-e800-48c0-b9ae-0524e8384aa4,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queues/retrieve-members-waiting-in-queue,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queues/retrieve-members-waiting-in-queue,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queues/retrieve-members-waiting-in-queue,y,,compatibility-api/pages/sdks/methods/queues/retrieve-members-waiting-in-queue.mdx,compatibility-api,,sdks,/sdks/methods/queues/retrieve-members-waiting-in-queue,/compatibility-api/sdks/methods/queues/retrieve-members-waiting-in-queue,compatibility-api,,/sdks/queues/retrieve-members-waiting,/compatibility-api/sdks/queues/retrieve-members-waiting,TRUE,e22a3b19-9fd1-460b-ad8b-7b7641ed21d5,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/queues/update,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/queues/update,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/queues/update,y,,compatibility-api/pages/sdks/methods/queues/update.mdx,compatibility-api,,sdks,/sdks/methods/queues/update,/compatibility-api/sdks/methods/queues/update,compatibility-api,,/sdks/queues/update,/compatibility-api/sdks/queues/update,TRUE,1f92ab48-827e-4db4-b133-169527b8ce95,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recording-transcriptions,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recording-transcriptions,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recording-transcriptions,y,,compatibility-api/pages/sdks/methods/recording-transcriptions/index.mdx,compatibility-api,,sdks,/sdks/methods/recording-transcriptions,/compatibility-api/sdks/methods/recording-transcriptions,compatibility-api,,/sdks/recording-transcriptions,/compatibility-api/sdks/recording-transcriptions,TRUE,6e1b6cf2-06cb-4fc3-97ac-2a2f553f7f15,compat_sdk_index; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recording-transcriptions/delete,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recording-transcriptions/delete,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recording-transcriptions/delete,y,,compatibility-api/pages/sdks/methods/recording-transcriptions/delete.mdx,compatibility-api,,sdks,/sdks/methods/recording-transcriptions/delete,/compatibility-api/sdks/methods/recording-transcriptions/delete,compatibility-api,,/sdks/recording-transcriptions/delete,/compatibility-api/sdks/recording-transcriptions/delete,TRUE,e73147ae-adc6-49b0-b839-4457217eeec6,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recording-transcriptions/list,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recording-transcriptions/list,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recording-transcriptions/list,y,,compatibility-api/pages/sdks/methods/recording-transcriptions/list.mdx,compatibility-api,,sdks,/sdks/methods/recording-transcriptions/list,/compatibility-api/sdks/methods/recording-transcriptions/list,compatibility-api,,/sdks/recording-transcriptions/list,/compatibility-api/sdks/recording-transcriptions/list,TRUE,881d2844-6a9d-41a2-bdca-045f5fcc3f7d,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recording-transcriptions/retrieve,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recording-transcriptions/retrieve,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recording-transcriptions/retrieve,y,,compatibility-api/pages/sdks/methods/recording-transcriptions/retrieve.mdx,compatibility-api,,sdks,/sdks/methods/recording-transcriptions/retrieve,/compatibility-api/sdks/methods/recording-transcriptions/retrieve,compatibility-api,,/sdks/recording-transcriptions/retrieve,/compatibility-api/sdks/recording-transcriptions/retrieve,TRUE,9a271d09-6a39-4edf-8c87-db8a15ee05a9,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recordings,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recordings,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recordings,y,,compatibility-api/pages/sdks/methods/recordings/index.mdx,compatibility-api,,sdks,/sdks/methods/recordings,/compatibility-api/sdks/methods/recordings,compatibility-api,,/sdks/recordings,/compatibility-api/sdks/recordings,TRUE,f122ba31-1358-4733-8cac-afba5967c913,compat_sdk_index; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recordings/create,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recordings/create,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recordings/create,y,,compatibility-api/pages/sdks/methods/recordings/create.mdx,compatibility-api,,sdks,/sdks/methods/recordings/create,/compatibility-api/sdks/methods/recordings/create,compatibility-api,,/sdks/recordings/create,/compatibility-api/sdks/recordings/create,TRUE,6389876c-6a9e-4a7d-ae9e-99ae57d8de6e,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recordings/delete,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recordings/delete,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recordings/delete,y,,compatibility-api/pages/sdks/methods/recordings/delete.mdx,compatibility-api,,sdks,/sdks/methods/recordings/delete,/compatibility-api/sdks/methods/recordings/delete,compatibility-api,,/sdks/recordings/delete,/compatibility-api/sdks/recordings/delete,TRUE,df2719c7-5500-444d-ab15-b11e18480a44,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recordings/list,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recordings/list,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recordings/list,y,,compatibility-api/pages/sdks/methods/recordings/list.mdx,compatibility-api,,sdks,/sdks/methods/recordings/list,/compatibility-api/sdks/methods/recordings/list,compatibility-api,,/sdks/recordings/list,/compatibility-api/sdks/recordings/list,TRUE,096a1317-93c7-487b-a9b6-85629d165e0f,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recordings/retrieve,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recordings/retrieve,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recordings/retrieve,y,,compatibility-api/pages/sdks/methods/recordings/retrieve.mdx,compatibility-api,,sdks,/sdks/methods/recordings/retrieve,/compatibility-api/sdks/methods/recordings/retrieve,compatibility-api,,/sdks/recordings/retrieve,/compatibility-api/sdks/recordings/retrieve,TRUE,7886c844-91fc-4222-aa78-c619cea31031,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/client-sdks/methods/recordings/update,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/client-sdks/methods/recordings/update,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/recordings/update,y,,compatibility-api/pages/sdks/methods/recordings/update.mdx,compatibility-api,,sdks,/sdks/methods/recordings/update,/compatibility-api/sdks/methods/recordings/update,compatibility-api,,/sdks/recordings/update,/compatibility-api/sdks/recordings/update,TRUE,8098d415-6503-49cd-b0e1-2f25c34b8a67,compat_sdk_filename; Matched via compat SDK directory structure,
Manny,/compatibility-api/cxml/fax/reject,redirect,slug_changed,0.904,developer.signalwire.com/compatibility-api/cxml/fax/reject,signalwire.docs.buildwithfern.com/compatibility-api/cxml/fax/reject,y,,compatibility-api/pages/cxml/fax/reject.mdx,compatibility-api,,cxml,/cxml/fax/reject,/compatibility-api/cxml/fax/reject,compatibility-api,,/cxml/reference/fax/reject,/compatibility-api/cxml/reference/fax/reject,TRUE,545c97ce-cd5d-4494-98ef-916aeb072875,body=0.880 fname=1.000,
Manny,/compatibility-api/cxml/messaging/redirect,redirect,slug_changed,0.858,developer.signalwire.com/compatibility-api/cxml/messaging/redirect,signalwire.docs.buildwithfern.com/compatibility-api/cxml/messaging/redirect,y,,compatibility-api/pages/cxml/messaging/redirect.mdx,compatibility-api,,cxml,/cxml/messaging/redirect,/compatibility-api/cxml/messaging/redirect,compatibility-api,,/cxml/reference/messaging/redirect,/compatibility-api/cxml/reference/messaging/redirect,TRUE,3d906bc3-9a1f-4202-b4a9-d010cdb9f008,body=0.823 fname=1.000,
Manny,/compatibility-api/cxml/voice/connect,redirect,slug_changed,0.878,developer.signalwire.com/compatibility-api/cxml/voice/connect,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/connect,y,,compatibility-api/pages/cxml/voice/connect.mdx,compatibility-api,,cxml,/cxml/voice/connect,/compatibility-api/cxml/voice/connect,compatibility-api,,/cxml/reference/voice/connect,/compatibility-api/cxml/reference/voice/connect,TRUE,ce69da77-4ac8-4af6-bce5-b8e8ff1a4921,body=0.847 fname=1.000,
Manny,/compatibility-api/cxml/voice/denoise,redirect,slug_changed,0.987,developer.signalwire.com/compatibility-api/cxml/voice/denoise,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/denoise,y,,compatibility-api/pages/cxml/voice/denoise.mdx,compatibility-api,,cxml,/cxml/voice/denoise,/compatibility-api/cxml/voice/denoise,compatibility-api,,/cxml/reference/voice/denoise,/compatibility-api/cxml/reference/voice/denoise,TRUE,862f5e7c-1586-4dc9-a67c-979ee79b5542,body=0.984 fname=1.000,
Manny,/compatibility-api/cxml/voice/gather,redirect,slug_changed,0.74,developer.signalwire.com/compatibility-api/cxml/voice/gather,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/gather,y,,compatibility-api/pages/cxml/voice/gather.mdx,compatibility-api,,cxml,/cxml/voice/gather,/compatibility-api/cxml/voice/gather,compatibility-api,,/cxml/reference/voice/gather,/compatibility-api/cxml/reference/voice/gather,TRUE,7963fdcb-8f40-4065-8a85-b3037e1f4b45,body=0.675 fname=1.000,
Manny,/compatibility-api/cxml/voice/hangup,redirect,slug_changed,0.953,developer.signalwire.com/compatibility-api/cxml/voice/hangup,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/hangup,y,,compatibility-api/pages/cxml/voice/hangup.mdx,compatibility-api,,cxml,/cxml/voice/hangup,/compatibility-api/cxml/voice/hangup,compatibility-api,,/cxml/reference/voice/hangup,/compatibility-api/cxml/reference/voice/hangup,TRUE,6f61e0d3-3e7d-4a31-8957-67fb841e634b,body=0.941 fname=1.000,
Manny,/compatibility-api/cxml/voice/leave,redirect,slug_changed,0.957,developer.signalwire.com/compatibility-api/cxml/voice/leave,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/leave,y,,compatibility-api/pages/cxml/voice/leave.mdx,compatibility-api,,cxml,/cxml/voice/leave,/compatibility-api/cxml/voice/leave,compatibility-api,,/cxml/reference/voice/leave,/compatibility-api/cxml/reference/voice/leave,TRUE,dacec7ec-44ce-4990-acaa-556c474ad9f9,body=0.947 fname=1.000,
Manny,/compatibility-api/cxml/voice/pause,redirect,slug_changed,0.906,developer.signalwire.com/compatibility-api/cxml/voice/pause,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/pause,y,,compatibility-api/pages/cxml/voice/pause.mdx,compatibility-api,,cxml,/cxml/voice/pause,/compatibility-api/cxml/voice/pause,compatibility-api,,/cxml/reference/voice/pause,/compatibility-api/cxml/reference/voice/pause,TRUE,3380f7a2-7aa4-4041-abfd-8745700f6131,body=0.883 fname=1.000,
Manny,/compatibility-api/cxml/voice/pay/parameter,redirect,slug_changed,0.986,developer.signalwire.com/compatibility-api/cxml/voice/pay/parameter,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/pay/parameter,y,,compatibility-api/pages/cxml/voice/pay/parameter.mdx,compatibility-api,,cxml,/cxml/voice/pay/parameter,/compatibility-api/cxml/voice/pay/parameter,compatibility-api,,/cxml/reference/voice/pay/parameter,/compatibility-api/cxml/reference/voice/pay/parameter,TRUE,ea1e9493-a7cb-47c8-8651-d020ec16dde7,body=0.983 fname=1.000,
Manny,/compatibility-api/cxml/voice/pay/prompt,redirect,slug_changed,0.776,developer.signalwire.com/compatibility-api/cxml/voice/pay/prompt,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/pay/prompt,y,,compatibility-api/pages/cxml/voice/pay/prompt.mdx,compatibility-api,,cxml,/cxml/voice/pay/prompt,/compatibility-api/cxml/voice/pay/prompt,compatibility-api,,/cxml/reference/voice/pay/prompt,/compatibility-api/cxml/reference/voice/pay/prompt,TRUE,6b7c11a6-bf0e-49c0-b52a-3b7f97382eac,body=0.720 fname=1.000,
Manny,/compatibility-api/cxml/voice/play,redirect,slug_changed,0.804,developer.signalwire.com/compatibility-api/cxml/voice/play,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/play,y,,compatibility-api/pages/cxml/voice/play.mdx,compatibility-api,,cxml,/cxml/voice/play,/compatibility-api/cxml/voice/play,compatibility-api,,/cxml/reference/voice/play,/compatibility-api/cxml/reference/voice/play,TRUE,89d6d26f-375b-4d9d-9757-893da51ad573,body=0.755 fname=1.000,
Manny,/compatibility-api/cxml/voice/queue-noun,redirect,slug_changed,0.77,developer.signalwire.com/compatibility-api/cxml/voice/queue-noun,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/queue,y,,compatibility-api/pages/cxml/voice/queue-noun.mdx,compatibility-api,,cxml,/cxml/voice/queue,/compatibility-api/cxml/voice/queue,compatibility-api,,/cxml/reference/voice/queue,/compatibility-api/cxml/reference/voice/queue,TRUE,00ddcfc7-0f09-45e9-b98f-0d554615457e,body=0.712 fname=1.000,
Manny,/compatibility-api/cxml/voice/redirect,redirect,slug_changed,0.913,developer.signalwire.com/compatibility-api/cxml/voice/redirect,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/redirect,y,,compatibility-api/pages/cxml/voice/redirect.mdx,compatibility-api,,cxml,/cxml/voice/redirect,/compatibility-api/cxml/voice/redirect,compatibility-api,,/cxml/reference/voice/redirect,/compatibility-api/cxml/reference/voice/redirect,TRUE,896c41cc-9bca-4451-8801-771ad122ff44,body=0.891 fname=1.000,
Manny,/compatibility-api/cxml/voice/refer,redirect,slug_changed,0.745,developer.signalwire.com/compatibility-api/cxml/voice/refer,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/refer,y,,compatibility-api/pages/cxml/voice/refer.mdx,compatibility-api,,cxml,/cxml/voice/refer,/compatibility-api/cxml/voice/refer,compatibility-api,,/cxml/reference/voice/refer,/compatibility-api/cxml/reference/voice/refer,TRUE,ffb73fb7-0e6f-4f3c-8784-27d5494022c1,body=0.682 fname=1.000,
Manny,/compatibility-api/cxml/voice/reject,redirect,slug_changed,0.829,developer.signalwire.com/compatibility-api/cxml/voice/reject,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/reject,y,,compatibility-api/pages/cxml/voice/reject.mdx,compatibility-api,,cxml,/cxml/voice/reject,/compatibility-api/cxml/voice/reject,compatibility-api,,/cxml/reference/voice/reject,/compatibility-api/cxml/reference/voice/reject,TRUE,79a3e104-da71-4dfd-804e-21b932c8af36,body=0.786 fname=1.000,
Manny,/compatibility-api/cxml/voice/room-noun,redirect,slug_changed,0.886,developer.signalwire.com/compatibility-api/cxml/voice/room-noun,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/room,y,,compatibility-api/pages/cxml/voice/room-noun.mdx,compatibility-api,,cxml,/cxml/voice/room,/compatibility-api/cxml/voice/room,compatibility-api,,/cxml/reference/voice/room,/compatibility-api/cxml/reference/voice/room,TRUE,f70f3e43-38b4-4c97-a276-e3a3d408c52b,body=0.858 fname=1.000,
Manny,/compatibility-api/cxml/voice/say,redirect,slug_changed,0.729,developer.signalwire.com/compatibility-api/cxml/voice/say,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/say,y,,compatibility-api/pages/cxml/voice/say.mdx,compatibility-api,,cxml,/cxml/voice/say,/compatibility-api/cxml/voice/say,compatibility-api,,/cxml/reference/voice/say,/compatibility-api/cxml/reference/voice/say,TRUE,adf23a22-83ee-4439-a1b1-711315c16b11,body=0.662 fname=1.000,
Manny,/compatibility-api/cxml/voice/stream,redirect,slug_changed,0.859,developer.signalwire.com/compatibility-api/cxml/voice/stream,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/stream,y,,compatibility-api/pages/cxml/voice/stream.mdx,compatibility-api,,cxml,/cxml/voice/stream,/compatibility-api/cxml/voice/stream,compatibility-api,,/cxml/reference/voice/stream,/compatibility-api/cxml/reference/voice/stream,TRUE,c0c58b03-75dc-4523-a4d2-27b41cb00857,body=0.824 fname=1.000,
Manny,/compatibility-api/cxml/voice/verto-noun,redirect,slug_changed,0.992,developer.signalwire.com/compatibility-api/cxml/voice/verto-noun,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/verto,y,,compatibility-api/pages/cxml/voice/verto-noun.mdx,compatibility-api,,cxml,/cxml/voice/verto,/compatibility-api/cxml/voice/verto,compatibility-api,,/cxml/reference/voice/verto,/compatibility-api/cxml/reference/voice/verto,TRUE,27360de8-b84f-484b-aa8a-3068ae074754,body=0.990 fname=1.000,
Manny,/compatibility-api/cxml/voice/virtualagent-noun,redirect,slug_changed,0.802,developer.signalwire.com/compatibility-api/cxml/voice/virtualagent-noun,signalwire.docs.buildwithfern.com/compatibility-api/cxml/voice/virtualagent,y,,compatibility-api/pages/cxml/voice/virtualagent-noun.mdx,compatibility-api,,cxml,/cxml/voice/virtualagent,/compatibility-api/cxml/voice/virtualagent,compatibility-api,,/cxml/reference/voice/virtual-agent,/compatibility-api/cxml/reference/voice/virtual-agent,TRUE,9c5b00ac-d5aa-4f54-a032-e2a361f5267b,body=0.752 fname=1.000,
Manny,/compatibility-api/sdks,redirect,slug_changed,1,developer.signalwire.com/compatibility-api/sdks,signalwire.docs.buildwithfern.com/compatibility-api/sdks,y,,compatibility-api/pages/sdks/core/overview.mdx,compatibility-api,,sdks,/sdks,/compatibility-api/sdks,compatibility-api,,/sdks,/compatibility-api/sdks,TRUE,2179aa0b-56c3-473d-8d62-18db9289cae1,compat_sdk_exact; Matched via compat SDK directory structure,
Manny,/messaging/getting-started/receiving-your-first-sms,redirect,slug_changed,0.914,developer.signalwire.com/messaging/getting-started/receiving-your-first-sms,signalwire.docs.buildwithfern.com/compatibility-api/cxml/guides/receiving-your-first-sms,y,,compatibility-api/pages/cxml/guides/receiving-your-first-sms.mdx,compatibility-api,,cxml,/cxml/guides/receiving-your-first-sms,/compatibility-api/cxml/guides/receiving-your-first-sms,compatibility-api,,/guides/receiving-your-first-sms,/compatibility-api/guides/receiving-your-first-sms,TRUE,b6eb8d6c-0817-4144-a2b1-880ea0e41a20,body=0.893 fname=1.000,
Manny,/messaging/getting-started/sending-your-first-sms,redirect,slug_changed,0.966,developer.signalwire.com/messaging/getting-started/sending-your-first-sms,signalwire.docs.buildwithfern.com/compatibility-api/cxml/guides/sending-your-first-sms,y,,compatibility-api/pages/cxml/guides/sending-your-first-sms.mdx,compatibility-api,,cxml,/cxml/guides/sending-your-first-sms,/compatibility-api/cxml/guides/sending-your-first-sms,compatibility-api,,/guides/sending-your-first-sms,/compatibility-api/guides/sending-your-first-sms,TRUE,722eba80-b12d-4487-b8d8-cef6835c9d0f,body=0.957 fname=1.000,
Manny,/sdks,redirect,matched_changed,1,developer.signalwire.com/sdks,signalwire.docs.buildwithfern.com/platform/getting-started,f,redirected to: signalwire.docs.buildwithfern.com/platform/getting-started,compatibility-api/pages/sdks/core/overview.mdx,compatibility-api,,sdks,/platform,/platform/getting-started,compatibility-api,,/sdks,/compatibility-api/sdks,TRUE,2179aa0b-56c3-473d-8d62-18db9289cae1,,
Manny,/voice/getting-started/how-to-gather-keypad-input-from-user,redirect,slug_changed,0.702,developer.signalwire.com/voice/getting-started/how-to-gather-keypad-input-from-user,signalwire.docs.buildwithfern.com/compatibility-api/cxml/guides/gathering-user-input,y,,compatibility-api/pages/cxml/guides/gathering-user-input.mdx,compatibility-api,,cxml,/cxml/guides/gathering-user-input,/compatibility-api/cxml/guides/gathering-user-input,compatibility-api,,/guides/gathering-user-input,/compatibility-api/guides/gathering-user-input,TRUE,6c7dbafe-cfe0-4c95-8f78-ada2fa8f07c7,body=0.752 fname=0.500,
Manny,/compatibility-api/client-sdks/api/available-phone-numbers/find-toll-free,review,uncertain,0.685,developer.signalwire.com/compatibility-api/client-sdks/api/available-phone-numbers/find-toll-free,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/available-phone-numbers/find-toll-free,y,,compatibility-api/pages/sdks/methods/available-phone-numbers/toll-free.mdx,compatibility-api,,sdks,/sdks/methods/available-phone-numbers/find-toll-free,/compatibility-api/sdks/methods/available-phone-numbers/find-toll-free,compatibility-api,,/sdks/reference/available-phone-numbers/find-toll-free,/compatibility-api/sdks/reference/available-phone-numbers/find-toll-free,TRUE,51eadc65-beec-4c2c-90aa-a513705d0cb3,body=0.731 fname=0.500,
Manny,/compatibility-api/client-sdks/api/available-phone-numbers/search-local,review,uncertain,0.464,developer.signalwire.com/compatibility-api/client-sdks/api/available-phone-numbers/search-local,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/available-phone-numbers/search-local,y,,compatibility-api/pages/sdks/methods/available-phone-numbers/local.mdx,compatibility-api,,sdks,/sdks/methods/available-phone-numbers/search-local,/compatibility-api/sdks/methods/available-phone-numbers/search-local,compatibility-api,,/sdks/reference/available-phone-numbers/search-local,/compatibility-api/sdks/reference/available-phone-numbers/search-local,TRUE,6e50dda5-2d99-4a98-8f3c-660cab5ce4dc,body=0.455 fname=0.500,
Manny,/compatibility-api/client-sdks/methods/fax-media/list-all,review,uncertain,0.592,developer.signalwire.com/compatibility-api/client-sdks/methods/fax-media/list-all,signalwire.docs.buildwithfern.com/compatibility-api/sdks/methods/fax-media/list-all,y,,compatibility-api/pages/sdks/methods/fax-media/list-all-media.mdx,compatibility-api,,sdks,/sdks/methods/fax-media/list-all,/compatibility-api/sdks/methods/fax-media/list-all,compatibility-api,,/sdks/reference/fax-media/list-all,/compatibility-api/sdks/reference/fax-media/list-all,TRUE,842d87ae-e1d3-46ea-91a2-a61eb6296840,body=0.615 fname=0.500,
