broken_url,found_on,source_file,line,old,new,confidence,rule
/docs/browser-sdk/signalwire-client/client,/docs/browser-sdk/js/reference/signalwire/utils,fern/products/browser-sdk/pages/latest/reference/signalwire-client/utils.mdx,30,| `options.room`                   | [`CallFabricRoomSession`](/docs/browser-sdk/signalwire-client/client#callfabricroomsession) | Required  | The Call Fabric Room Session to build the video element for                                                                                                                                          |,| `options.room`                   | [`CallFabricRoomSession`](/docs/browser-sdk/v3/js/reference/signalwire/client#callfabricroomsession) | Required  | The Call Fabric Room Session to build the video element for                                                                                                                                          |,auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client,/docs/browser-sdk/js/reference/signalwire/utils,fern/products/browser-sdk/pages/latest/reference/signalwire-client/utils.mdx,44,"After the [SignalWire Client](/docs/browser-sdk/signalwire-client/client) has been [instantiated](/docs/browser-sdk/signalwire-client/client#instantiation), you can","After the [SignalWire Client](/docs/browser-sdk/v3/js/reference/signalwire/client) has been [instantiated](/docs/browser-sdk/v3/js/reference/signalwire/client#instantiation), you can",auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-playback,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,501,A playback has ended. You only receive this event if your token has the `room.playback` permission. The event handler receives a [RoomSessionPlayback](/docs/browser-sdk/video/room-session-playback) object.,A playback has ended. You only receive this event if your token has the `room.playback` permission. The event handler receives a [RoomSessionPlayback](/docs/browser-sdk/v3/js/reference/video/room-session-playback) object.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-playback,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,509,A playback has been started. You only receive this event if your token has the `room.playback` permission. The event handler receives a [RoomSessionPlayback](/docs/browser-sdk/video/room-session-playback) object.,A playback has been started. You only receive this event if your token has the `room.playback` permission. The event handler receives a [RoomSessionPlayback](/docs/browser-sdk/v3/js/reference/video/room-session-playback) object.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,525,An active recording has been stopped. You only receive this event if your token has the `room.recording` permission. The event handler receives a [RoomSessionRecording](/docs/browser-sdk/video/room-session-recording) object.,An active recording has been stopped. You only receive this event if your token has the `room.recording` permission. The event handler receives a [RoomSessionRecording](/docs/browser-sdk/v3/js/reference/video/room-session-recording) object.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,533,A recording has been started in the room. You only receive this event if your token has the `room.recording` permission. The event handler receives a [RoomSessionRecording](/docs/browser-sdk/video/room-session-recording) object.,A recording has been started in the room. You only receive this event if your token has the `room.recording` permission. The event handler receives a [RoomSessionRecording](/docs/browser-sdk/v3/js/reference/video/room-session-recording) object.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,541,An active recording has been updated. You only receive this event if your token has the `room.recording` permission. The event handler receives a [RoomSessionRecording](/docs/browser-sdk/video/room-session-recording) object.,An active recording has been updated. You only receive this event if your token has the `room.recording` permission. The event handler receives a [RoomSessionRecording](/docs/browser-sdk/v3/js/reference/video/room-session-recording) object.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session/methods/on,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,11,"  <Card title=""on"" href=""/docs/browser-sdk/video/room-session/methods/on"">","  <Card title=""on"" href=""/docs/browser-sdk/v3/js/reference/video/room-session/on"">",auto,browser-room-methods
/docs/browser-sdk/video/room-session/methods/on,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,14,"  <Card title=""once"" href=""/docs/browser-sdk/video/room-session/methods/once"">","  <Card title=""once"" href=""/docs/browser-sdk/v3/js/reference/video/room-session/once"">",auto,browser-room-methods
/docs/browser-sdk/video/room-session/methods/removealllisteners,/docs/browser-sdk/js/reference/video/room-session/events,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/events.mdx,20,"  <Card title=""removeAllListeners"" href=""/docs/browser-sdk/video/room-session/methods/removealllisteners"">","  <Card title=""removeAllListeners"" href=""/docs/browser-sdk/v3/js/reference/video/room-session/remove-all-listeners"">",auto,known-redirect-2
/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk,/docs/browser-sdk/js/reference/video/room-session,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/index.mdx,32,Please refer to the [Simple Video Demo](/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk) guide to learn how to obtain Video Room tokens.,Please refer to the [Simple Video Demo](/docs/browser-sdk/v3/js/guides/build-a-video-app) guide to learn how to obtain Video Room tokens.,auto,browser-guide-rename
/docs/browser-sdk/video/room-session/events,/docs/browser-sdk/js/reference/video/room-session,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/index.mdx,346,"  <Card title=""Events"" href=""/docs/browser-sdk/video/room-session/events"" icon=""fa-solid fa-bell"">","  <Card title=""Events"" href=""/docs/browser-sdk/v3/js/reference/video/room-session/events"" icon=""fa-solid fa-bell"">",auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-device,/docs/browser-sdk/js/reference/video/room-session/add-camera,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/addcamera.mdx,11,- **addCamera**(`opts`): `Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/video/room-session-device) for more details.,- **addCamera**(`opts`): `Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/v3/js/reference/video/room-session-device) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-device,/docs/browser-sdk/js/reference/video/room-session/add-camera,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/addcamera.mdx,24,`Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/video/room-session-device) for more details.,`Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/v3/js/reference/video/room-session-device) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-device,/docs/browser-sdk/js/reference/video/room-session/add-microphone,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/addmicrophone.mdx,11,- **addMicrophone**(`opts`): `Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/video/room-session-device) for more details.,- **addMicrophone**(`opts`): `Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/v3/js/reference/video/room-session-device) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-device,/docs/browser-sdk/js/reference/video/room-session/add-microphone,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/addmicrophone.mdx,23,`Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/video/room-session-device) for more details.,`Promise<RoomSessionDevice>` - See [RoomSessionDevice documentation](/docs/browser-sdk/v3/js/reference/video/room-session-device) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-screenshare,/docs/browser-sdk/js/reference/video/room-session/create-screen-share-object,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/createscreenshareobject.mdx,10,- **createScreenShareObject**(`opts`): `Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/video/room-session-screenshare) for more details.,- **createScreenShareObject**(`opts`): `Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/v3/js/reference/video/room-session/create-screen-share-object) for more details.,auto,known-redirect-2
/docs/browser-sdk/video/room-session-screenshare,/docs/browser-sdk/js/reference/video/room-session/create-screen-share-object,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/createscreenshareobject.mdx,41,`Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/video/room-session-screenshare) for more details.,`Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/v3/js/reference/video/room-session/create-screen-share-object) for more details.,auto,known-redirect-2
/docs/browser-sdk/video/room-session-playback,/docs/browser-sdk/js/reference/video/room-session/get-playbacks,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/getplaybacks.mdx,11,- **getPlaybacks**(): `Promise<{ playbacks: RoomSessionPlayback }>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/video/room-session-playback) for more details.,- **getPlaybacks**(): `Promise<{ playbacks: RoomSessionPlayback }>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/v3/js/reference/video/room-session-playback) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-playback,/docs/browser-sdk/js/reference/video/room-session/get-playbacks,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/getplaybacks.mdx,18,`Promise<{ playbacks: RoomSessionPlayback }>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/video/room-session-playback) for more details.,`Promise<{ playbacks: RoomSessionPlayback }>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/v3/js/reference/video/room-session-playback) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/get-recordings,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/getrecordings.mdx,11,- **getRecordings**(): `Promise<{ recordings: RoomSessionRecording}>` - See [RoomSessionRecording documentation](/docs/browser-sdk/video/room-session-recording) for more details.,- **getRecordings**(): `Promise<{ recordings: RoomSessionRecording}>` - See [RoomSessionRecording documentation](/docs/browser-sdk/v3/js/reference/video/room-session-recording) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/get-recordings,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/getrecordings.mdx,17,`Promise<{ recordings: RoomSessionRecording}>` - See [RoomSessionRecording documentation](/docs/browser-sdk/video/room-session-recording) for more details.,`Promise<{ recordings: RoomSessionRecording}>` - See [RoomSessionRecording documentation](/docs/browser-sdk/v3/js/reference/video/room-session-recording) for more details.,auto,browser-sdk-path-remap
/docs/rest,/docs/browser-sdk/js/reference/video/room-session/get-recordings,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/getrecordings.mdx,13,"Obtains a list of recordings for the current room session. To download the actual mp4 file, please use the [REST API](/docs/rest).","Obtains a list of recordings for the current room session. To download the actual mp4 file, please use the [REST API](/docs/apis).",auto,known-redirect
/docs/rest,/docs/browser-sdk/js/reference/video/room-session/get-recordings,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/getrecordings.mdx,34,"From your server, you can obtain the mp4 file using the [REST API](/docs/rest):","From your server, you can obtain the mp4 file using the [REST API](/docs/apis):",auto,known-redirect
/docs/browser-sdk/video/room-session-playback,/docs/browser-sdk/js/reference/video/room-session/play,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/play.mdx,11,- **play**(`params`): `Promise<RoomSessionPlayback>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/video/room-session-playback) for more details.,- **play**(`params`): `Promise<RoomSessionPlayback>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/v3/js/reference/video/room-session-playback) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-playback,/docs/browser-sdk/js/reference/video/room-session/play,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/play.mdx,13,"Starts a playback in the room. You can use the returned [RoomSessionPlayback](/docs/browser-sdk/video/room-session-playback) object to control the playback (e.g., pause, resume, setVolume and stop).","Starts a playback in the room. You can use the returned [RoomSessionPlayback](/docs/browser-sdk/v3/js/reference/video/room-session-playback) object to control the playback (e.g., pause, resume, setVolume and stop).",auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-playback,/docs/browser-sdk/js/reference/video/room-session/play,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/play.mdx,45,`Promise<RoomSessionPlayback>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/video/room-session-playback) for more details.,`Promise<RoomSessionPlayback>` - See [RoomSessionPlayback documentation](/docs/browser-sdk/v3/js/reference/video/room-session-playback) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/start-recording,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/startrecording.mdx,11,- **startRecording**(): `Promise<RoomSessionRecording>` - See [RoomSessionRecording documentation](/docs/browser-sdk/video/room-session-recording) for more details.,- **startRecording**(): `Promise<RoomSessionRecording>` - See [RoomSessionRecording documentation](/docs/browser-sdk/v3/js/reference/video/room-session-recording) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/start-recording,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/startrecording.mdx,13,"Starts the recording of the room. You can use the returned [RoomSessionRecording](/docs/browser-sdk/video/room-session-recording) object to control the recording (e.g., pause, resume, stop).","Starts the recording of the room. You can use the returned [RoomSessionRecording](/docs/browser-sdk/v3/js/reference/video/room-session-recording) object to control the recording (e.g., pause, resume, stop).",auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-recording,/docs/browser-sdk/js/reference/video/room-session/start-recording,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/startrecording.mdx,17,`Promise<RoomSessionRecording>` - See [RoomSessionRecording documentation](/docs/browser-sdk/video/room-session-recording) for more details.,`Promise<RoomSessionRecording>` - See [RoomSessionRecording documentation](/docs/browser-sdk/v3/js/reference/video/room-session-recording) for more details.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session-screenshare,/docs/browser-sdk/js/reference/video/room-session/start-screen-share,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/startscreenshare.mdx,11,- **startScreenShare**(`opts`): `Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/video/room-session-screenshare) for more details.,- **startScreenShare**(`opts`): `Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/v3/js/reference/video/room-session/create-screen-share-object) for more details.,auto,known-redirect-2
/docs/browser-sdk/video/room-session-screenshare,/docs/browser-sdk/js/reference/video/room-session/start-screen-share,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/startscreenshare.mdx,45,`Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/video/room-session-screenshare) for more details.,`Promise<RoomSessionScreenShare>` - See [RoomSessionScreenShare documentation](/docs/browser-sdk/v3/js/reference/video/room-session/create-screen-share-object) for more details.,auto,known-redirect-2
/docs/browser-sdk/webrtc#supportsmediaoutput,/docs/browser-sdk/js/reference/video/room-session/update-speaker,fern/products/browser-sdk/pages/latest/reference/video/RoomSession/methods/updatespeaker.mdx,16,> Some browsers do not support output device selection. You can check by calling [WebRTC.supportsMediaOutput](/docs/browser-sdk/webrtc#supportsmediaoutput).,> Some browsers do not support output device selection. You can check by calling [WebRTC.supportsMediaOutput](/docs/browser-sdk/v3/js/reference/webrtc#supportsmediaoutput).,auto,browser-sdk-path-remap
/docs/browser-sdk/js/reference/video/room-session-screenshare,/docs/browser-sdk/js/reference/video,fern/products/browser-sdk/pages/latest/reference/video/overview.mdx,30,"  <Card title=""RoomSessionScreenShare"" href=""/docs/browser-sdk/js/reference/video/room-session-screenshare"">","  <Card title=""RoomSessionScreenShare"" href=""/docs/browser-sdk/v3/js/reference/video/room-session/create-screen-share-object"">",auto,known-redirect-2
/docs/browser-sdk/js/reference/video/room-session-screenshare,/docs/browser-sdk/js/reference/video,fern/products/browser-sdk/pages/latest/reference/video/overview.mdx,36,"  <Card title=""~~RoomScreenShare~~"" href=""/docs/browser-sdk/js/reference/video/room-session-screenshare"" icon=""fa-solid fa-warning"" iconSize={4} >","  <Card title=""~~RoomScreenShare~~"" href=""/docs/browser-sdk/v3/js/reference/video/room-session/create-screen-share-object"" icon=""fa-solid fa-warning"" iconSize={4} >",auto,known-redirect-2
/docs/browser-sdk/v2/notification#callupdate,/docs/browser-sdk/v2/js/reference/relay-client,fern/products/browser-sdk/pages/v2/reference/relay-client.mdx,82,> **Note:** the client will attach the streams to the proper element but will not change the `style` attribute. You can decide if you would like to display or hide the `HTMLMediaElement` following the application logic.<br/>Use the [callUpdate notification](/docs/browser-sdk/v2/notification#callupdate) to detect call state changes and update the UI accordingly.,> **Note:** the client will attach the streams to the proper element but will not change the `style` attribute. You can decide if you would like to display or hide the `HTMLMediaElement` following the application logic.<br/>Use the [callUpdate notification](/docs/browser-sdk/v2/js/reference/notification#callupdate) to detect call state changes and update the UI accordingly.,fuzzy,browser-v2-remap
/docs/browser-sdk/v2/client,/docs/browser-sdk/v2/js/reference/v2-vs-v3,fern/products/browser-sdk/pages/v2/reference/v2-vs-v3.mdx,70,"For getting started with the **RELAY Browser SDK v2**, take a look at our [documentation](/docs/browser-sdk/v2) and [API reference](/docs/browser-sdk/v2/client).","For getting started with the **RELAY Browser SDK v2**, take a look at our [documentation](/docs/browser-sdk/v2) and [API reference](/docs/browser-sdk/v2/js/reference/relay-client).",auto,known-redirect-2
/call-flow-builder/reference/variables,/docs/call-flow-builder/reference/forward-to-phone,fern/products/call-flow-builder/pages/nodes/forward_to_phone.mdx,8,[variables]: /docs/call-flow-builder/reference/variables,[variables]: /docs/call-flow-builder/reference/set-variables,auto,known-redirect
/docs/call-flow-builder/reference/variables,/docs/call-flow-builder/reference/play-audio-or-tts,fern/products/call-flow-builder/pages/nodes/play_audio_or_tts.mdx,38,"  The text to convert to speech. [SSML](https://cloud.google.com/text-to-speech/docs/ssml) can be used to customize the speech. The text can also include [variables](/docs/call-flow-builder/reference/variables) to be replaced with the variable value.<br /><br />**SSML Example:** `<speak>Here is a <say-as interpret-as=""characters"">SSML</say-as> example</speak>`<br /><br />**Variables Example:** `Hello, you got a call from %{call.from}`","  The text to convert to speech. [SSML](https://cloud.google.com/text-to-speech/docs/ssml) can be used to customize the speech. The text can also include [variables](/docs/call-flow-builder/reference/set-variables) to be replaced with the variable value.<br /><br />**SSML Example:** `<speak>Here is a <say-as interpret-as=""characters"">SSML</say-as> example</speak>`<br /><br />**Variables Example:** `Hello, you got a call from %{call.from}`",auto,known-redirect
/docs/call-flow-builder/reference/variables,/docs/call-flow-builder/reference/request,fern/products/call-flow-builder/pages/nodes/request.mdx,15,[Using Variables](/docs/call-flow-builder/reference/variables),[Using Variables](/docs/call-flow-builder/reference/set-variables),auto,known-redirect
/docs/call-flow-builder/reference/variables,/docs/call-flow-builder/reference/set-variables,fern/products/call-flow-builder/pages/nodes/set_variables.mdx,17,[Using Variables](/docs/call-flow-builder/reference/variables),[Using Variables](/docs/call-flow-builder/reference/set-variables),auto,known-redirect
/docs/cxml/guides/sending-your-first-sms,/docs/compatibility-api/guides/receive-sms,fern/products/compatibility-api/pages/cxml/guides/receiving-your-first-sms.mdx,14,"To [send your first SMS](/docs/cxml/guides/sending-your-first-sms), you needed a","To [send your first SMS](/docs/compatibility-api), you needed a",auto,known-redirect-2
/docs/compatibility-api/voice/index,/docs/compatibility-api/cxml/reference/messaging/message,fern/products/compatibility-api/pages/cxml/messaging/message.mdx,11,"The `<Message>` verb sends an SMS or MMS message to a phone number. To send a message in combination with [Voice XML](/docs/compatibility-api/voice/index) verbs, use the [`<Sms>` Voice verb](/docs/compatibility-api/voice/sms).","The `<Message>` verb sends an SMS or MMS message to a phone number. To send a message in combination with [Voice XML](/docs/compatibility-api/cxml/reference/messaging) verbs, use the [`<Sms>` Voice verb](/docs/compatibility-api/voice/sms).",auto,known-redirect-2
/docs/compatibility-api/voice/sms,/docs/compatibility-api/cxml/reference/messaging/message,fern/products/compatibility-api/pages/cxml/messaging/message.mdx,11,"The `<Message>` verb sends an SMS or MMS message to a phone number. To send a message in combination with [Voice XML](/docs/compatibility-api/cxml/reference/messaging) verbs, use the [`<Sms>` Voice verb](/docs/compatibility-api/voice/sms).","The `<Message>` verb sends an SMS or MMS message to a phone number. To send a message in combination with [Voice XML](/docs/compatibility-api/cxml/reference/messaging) verbs, use the [`<Sms>` Voice verb](/docs/compatibility-api/cxml/reference/voice/sms).",fuzzy,tail-match-2
/docs/compatibility-api/voice/index,/docs/compatibility-api/cxml/reference/messaging,fern/products/compatibility-api/pages/cxml/messaging/overview.mdx,19,"<Info title=""Not sending SMS or MMS? SignalWire cXML allows you to control calls as well. Check out [Voice XML](/docs/compatibility-api/voice/index) for more details.""/>","<Info title=""Not sending SMS or MMS? SignalWire cXML allows you to control calls as well. Check out [Voice XML](/docs/compatibility-api/cxml/reference/messaging) for more details.""/>",auto,known-redirect-2
/docs/compatibility-api/room-noun,/docs/compatibility-api/cxml/reference/voice/connect,fern/products/compatibility-api/pages/cxml/voice/connect.mdx,16,|         [`<Room>`](/docs/compatibility-api/room-noun)         |        A video room.        |,|         [`<Room>`](/docs/compatibility-api/cxml/reference/voice/room)         |        A video room.        |,auto,compat-noun-remap
/docs/compatibility-api/stream,/docs/compatibility-api/cxml/reference/voice/connect,fern/products/compatibility-api/pages/cxml/voice/connect.mdx,17,|         [`<Stream>`](/docs/compatibility-api/stream)          |   A bidirectional stream.   |,|         [`<Stream>`](/docs/compatibility-api/cxml/reference/voice/stream)          |   A bidirectional stream.   |,auto,known-redirect-2
/docs/compatibility-api/virtualagent-noun,/docs/compatibility-api/cxml/reference/voice/connect,fern/products/compatibility-api/pages/cxml/voice/connect.mdx,18,| [`<VirtualAgent>`](/docs/compatibility-api/virtualagent-noun) | A Dialogflow virtual agent. |,| [`<VirtualAgent>`](/docs/compatibility-api/cxml/reference/voice/connect) | A Dialogflow virtual agent. |,auto,known-redirect-2
/docs/compatibility-api/conference-noun,/docs/compatibility-api/cxml/reference/voice/dial,fern/products/compatibility-api/pages/cxml/voice/dial.mdx,16,| [`<Conference>`](/docs/compatibility-api/conference-noun) | A conference call between two or more callers.                                                           |,| [`<Conference>`](/docs/compatibility-api/cxml/reference/voice/conference) | A conference call between two or more callers.                                                           |,auto,compat-noun-remap
/docs/compatibility-api/number-noun,/docs/compatibility-api/cxml/reference/voice/dial,fern/products/compatibility-api/pages/cxml/voice/dial.mdx,17,| [`<Number>`](/docs/compatibility-api/number-noun)         | A phone number with additional attributes.                                                               |,| [`<Number>`](/docs/compatibility-api/cxml/reference/voice/number)         | A phone number with additional attributes.                                                               |,auto,compat-noun-remap
/docs/compatibility-api/queue-noun,/docs/compatibility-api/cxml/reference/voice/dial,fern/products/compatibility-api/pages/cxml/voice/dial.mdx,20,| [`<Queue>`](/docs/compatibility-api/queue-noun)           | A line for callers to wait in. The current call will be connected to the call at the front of the queue. |,| [`<Queue>`](/docs/compatibility-api/cxml/reference/voice/queue)           | A line for callers to wait in. The current call will be connected to the call at the front of the queue. |,auto,compat-noun-remap
/docs/compatibility-api/sip-noun,/docs/compatibility-api/cxml/reference/voice/dial,fern/products/compatibility-api/pages/cxml/voice/dial.mdx,18,| [`<Sip>`](/docs/compatibility-api/sip-noun)               | A SIP endpoint.                                                                                          |,| [`<Sip>`](/docs/compatibility-api/cxml/reference/voice/sip)               | A SIP endpoint.                                                                                          |,auto,compat-noun-remap
/docs/compatibility-api/verto-noun,/docs/compatibility-api/cxml/reference/voice/dial,fern/products/compatibility-api/pages/cxml/voice/dial.mdx,19,| [`<Verto>`](/docs/compatibility-api/verto-noun)           | A Verto client.                                                                                          |,| [`<Verto>`](/docs/compatibility-api/cxml/reference/voice/verto)           | A Verto client.                                                                                          |,auto,compat-noun-remap
/docs/compatibility-api/connect,/docs/compatibility-api/cxml/reference/voice/room,fern/products/compatibility-api/pages/cxml/voice/room-noun.mdx,10,[`<Connect>`](/docs/compatibility-api/connect) verb's `<Room>` noun allows the connection to a video room.,[`<Connect>`](/docs/compatibility-api/cxml/reference/voice/connect) verb's `<Room>` noun allows the connection to a video room.,auto,known-redirect-2
/docs/compatibility-api/connect,/docs/compatibility-api/cxml/reference/voice/stream,fern/products/compatibility-api/pages/cxml/voice/stream.mdx,607,"To initialize a bidirectional stream, wrap the `<Stream>` instruction in [`<Connect>`](/docs/compatibility-api/connect) instead of `<Start>`.","To initialize a bidirectional stream, wrap the `<Stream>` instruction in [`<Connect>`](/docs/compatibility-api/cxml/reference/voice/connect) instead of `<Start>`.",auto,known-redirect-2
/docs/compatibility-api/connect,/docs/compatibility-api/cxml/reference/voice/virtual-agent,fern/products/compatibility-api/pages/cxml/voice/virtualagent-noun.mdx,16,[`<Connect>`](/docs/compatibility-api/connect) verb's `<VirtualAgent>` noun permits connecting the,[`<Connect>`](/docs/compatibility-api/cxml/reference/voice/connect) verb's `<VirtualAgent>` noun permits connecting the,auto,known-redirect-2
/docs/compatibility-api/paging,/docs/compatibility-api/sdks/reference/media/list,fern/products/compatibility-api/pages/sdks/methods/media/list.mdx,9,Use this endpoint for the Media method to return a [paged list](/docs/compatibility-api/paging),Use this endpoint for the Media method to return a [paged list](/docs/compatibility-api/cxml/reference/voice),fuzzy,compat-paging-remap
/docs/compatibility-api/media/index,/docs/compatibility-api/sdks/reference/messaging,fern/products/compatibility-api/pages/sdks/methods/messaging/index.mdx,11,"These Media files are managed separately from the Messages themselves, and are stored in **[Media](/docs/compatibility-api/media/index)** subresource objects.","These Media files are managed separately from the Messages themselves, and are stored in **[Media](/docs/compatibility-api/sdks/reference/media/list)** subresource objects.",auto,known-redirect-2
/docs/compatibility-api/paging,/docs/compatibility-api/sdks/reference/messaging/list,fern/products/compatibility-api/pages/sdks/methods/messaging/list.mdx,9,Use this endpoint for the Media method to return a [paged list](/docs/compatibility-api/paging),Use this endpoint for the Media method to return a [paged list](/docs/compatibility-api/cxml/reference/voice),fuzzy,compat-paging-remap
/docs/compatibility-api/calls/index,/docs/compatibility-api/sdks/reference/recordings/create,fern/products/compatibility-api/pages/sdks/methods/recordings/create.mdx,9,Use this endpoint for the Recordings method to initiate a Recording for a [Call](/docs/compatibility-api/calls/index).,Use this endpoint for the Recordings method to initiate a Recording for a [Call](/docs/compatibility-api/sdks/reference/recordings).,auto,known-redirect-2
/docs/compatibility-api/calls/index,/docs/compatibility-api/sdks/reference/recordings,fern/products/compatibility-api/pages/sdks/methods/recordings/index.mdx,13,"by setting the `record` attribute for [Calls](/docs/compatibility-api/calls/index),","by setting the `record` attribute for [Calls](/docs/compatibility-api/sdks/reference/recordings),",auto,known-redirect-2
/docs/compatibility-api/conferences/index,/docs/compatibility-api/sdks/reference/recordings,fern/products/compatibility-api/pages/sdks/methods/recordings/index.mdx,14,or by using [Conferences](/docs/compatibility-api/conferences/index).,or by using [Conferences](/docs/compatibility-api/sdks/reference/recordings).,auto,known-redirect-2
